X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,Y
4,535,279,9,0,19960,0,NaN,1,11306,259,15,3,142,4,12,15,11371,9,794,86,25,NaN,14,19,NaN,82,89,3,214,0,16,3189,16,0,0,2,49,NaN,13748,162,41,16,3,225,3,1,87000,10,31,0,5437,21,8,0,0,82,5,74361,68,0,18627,355,3334,157,355,46,93,926,6,0,0,1
8,946,8582,18,0,5,0,NaN,0,14737,484,20,2,171,4,16,20,14737,19,1612,92,14,NaN,37,39,NaN,79,100,4,220,0,40,5643,7,0,0,0,191,NaN,17746,150,58,28,0,150,5,0,83000,NaN,13,0,2075,41,1514,0,0,106,14,142298,24,0,15939,748,138,41,748,1430,88,5993,6,0,0,1
11,795,1065,2,0,10,NaN,NaN,1,15790,1715,20,2,157,0,13,20,15790,2,2510,92,0,NaN,0,9,NaN,64,100,1,312,0,14,0,0,0,0,1,55,NaN,16630,51,5,2,3,30,4,1,55000,NaN,NaN,0,3928,2,39,2,0,71,1,175198,14,0,2133,75,251,16,293,177,69,NaN,6,0,0,0
5,234,55,NaN,NaN,2000,NaN,NaN,NaN,5320,180,14,NaN,138,1,12,14,4293,NaN,414,78,0,NaN,0,1,NaN,38,NaN,NaN,4,NaN,6,785,0,NaN,NaN,NaN,35,NaN,5054,19,16,NaN,4,102,NaN,NaN,27000,NaN,NaN,NaN,4500,NaN,21,0,NaN,61,NaN,22677,42,0,6309,NaN,1092,60,NaN,9,54,NaN,5,NaN,NaN,1
5,2424,2038,12,0,10000,0,NaN,2,23120,1489,10,3,183,NaN,14,10,23120,13,3913,92,22,NaN,14,103,NaN,93,86,10,383,0,22,8358,17,0,0,6,112,NaN,24310,302,46,37,2,589,3,4,153000,14,19,0,6954,53,748,0,0,28,12,135853,110,0,16828,465,9838,479,465,339,34,448,6,0,0,0
9,15,22,0,NaN,3000,NaN,NaN,0,0,17,18,1,6,0,NaN,18,2226,0,32,6,NaN,NaN,NaN,0,NaN,NaN,100,0,NaN,NaN,6,500,NaN,NaN,NaN,0,8,NaN,0,9,0,0,4,31,3,0,15000,NaN,NaN,NaN,2500,0,16,1,NaN,68,0,2162,16,1,2131,0,11158,15,787,11,67,NaN,1,NaN,NaN,1
7,937,39,NaN,NaN,5000,NaN,NaN,NaN,0,1179,20,2,143,3,NaN,NaN,2359,NaN,2170,92,NaN,NaN,NaN,8,NaN,NaN,23,NaN,NaN,NaN,13,674,NaN,NaN,NaN,NaN,75,NaN,0,58,6,NaN,4,79,1,NaN,70000,NaN,NaN,NaN,5384,NaN,11,1,NaN,93,NaN,250874,47,1,7425,NaN,4911,32,NaN,7,115,NaN,5,NaN,NaN,0
3,345,38,3,0,4,0,NaN,0,15383,306,3,0,152,NaN,NaN,1,15383,24,651,76,NaN,NaN,NaN,17,NaN,NaN,10,0,NaN,0,57,NaN,NaN,0,0,0,31,NaN,11384,38,13,3,1,87,2,0,68000,NaN,31,0,1192,31,7,0,0,69,3,41576,49,1,6059,351,NaN,38,351,7,63,321,6,0,0,1
1,896,40,9,0,2000,0,NaN,2,6518,395,4,0,174,2,NaN,0,6578,12,1291,92,NaN,NaN,NaN,73,NaN,NaN,26,6,NaN,0,20,1330,NaN,0,0,2,196,NaN,11904,110,39,11,2,143,5,2,70000,NaN,23,0,3500,16,10,0,0,110,8,142241,36,0,15799,200,790,107,200,8,110,703,6,0,0,0
11,519,71,2,0,10,0,NaN,0,5462,189,16,2,166,3,19,16,5462,5,708,89,2,NaN,3,7,NaN,55,100,2,19,0,18,4978,2,0,0,1,20,NaN,7869,25,54,2,0,48,3,0,50000,NaN,36,0,2777,9,3,0,0,96,2,61687,16,0,4655,443,-1230,32,443,11,87,174,6,0,0,0
5,1535,665,3,0,3000,0,NaN,2,0,1898,17,2,174,4,13,18,0,3,3433,92,16,NaN,15,47,NaN,73,35,3,54,0,24,10799,16,0,0,2,78,NaN,24382,63,49,3,3,359,1,2,98000,3,11,0,4083,4,94,1,0,50,3,169196,197,1,18206,833,11223,162,833,110,49,1424,6,0,0,0
8,1054,2846,0,0,2994,0,NaN,0,7327,897,11,0,172,3,7,22,7327,4,1986,89,0,NaN,27,49,NaN,53,19,0,108,0,64,871,0,0,0,0,135,NaN,15727,113,97,0,2,244,3,0,118000,NaN,13,0,1843,4,295,0,0,110,0,212940,108,0,26940,923,1390,136,923,474,107,383,6,0,0,0
7,596,2920,10,0,3000,0,NaN,0,17792,204,11,2,156,3,18,2,17792,10,800,87,3,NaN,13,25,NaN,72,89,5,124,0,6,8166,3,0,0,1,103,NaN,15448,73,92,13,1,45,2,0,14000,6,36,0,2333,13,383,0,0,68,10,51696,14,0,3077,422,-12792,31,422,486,64,130,6,0,0,0
9,366,862,5,0,10000,0,NaN,0,15041,212,10,2,147,3,6,10,15041,6,578,70,NaN,NaN,NaN,18,NaN,52,100,1,51,0,24,9319,NaN,0,0,0,82,NaN,18875,75,38,10,0,34,4,0,93000,NaN,30,0,3875,16,40,0,0,28,3,21854,12,0,960,270,-101,22,270,143,37,3416,6,0,0,0
5,1513,146,7,0,3000,0,NaN,1,12800,1698,12,2,156,3,12,12,12800,8,3211,91,12,NaN,1,22,NaN,52,100,1,94,0,19,2073,9,0,0,1,107,NaN,17432,162,43,13,3,50,6,1,102300,NaN,13,0,5384,17,31,1,0,68,7,192632,27,1,3433,147,1500,23,147,24,59,932,6,0,0,1
10,625,269,9,0,5000,0,NaN,0,0,827,18,2,168,3,9,18,0,10,1452,91,16,NaN,27,25,NaN,51,100,1,208,0,13,3083,13,0,0,0,39,NaN,14241,148,131,10,2,352,2,0,80600,11,14,0,6200,15,61,1,0,47,7,78922,184,1,16558,750,5003,168,750,44,54,496,6,0,0,0
10,2290,333,38,NaN,10000,0,NaN,9,0,938,16,2,152,4,7,16,11900,45,3228,89,NaN,NaN,NaN,140,NaN,64,100,26,318,NaN,22,582,NaN,NaN,NaN,18,173,NaN,0,302,37,78,1,6,8,10,157000,NaN,12,NaN,7136,118,1,0,NaN,57,34,202021,1,0,345,149,-9330,5,149,55,62,633,5,NaN,NaN,1
2,2790,99,NaN,0,NaN,NaN,NaN,NaN,60990,1584,14,3,167,NaN,NaN,14,60990,NaN,4416,91,NaN,NaN,NaN,24,NaN,NaN,100,NaN,NaN,0,0,NaN,NaN,0,0,NaN,127,NaN,36217,85,9,NaN,1,1105,2,NaN,NaN,NaN,NaN,0,NaN,NaN,13,0,0,105,NaN,418552,423,0,116839,NaN,32170,677,NaN,16,94,NaN,6,0,0,0
3,804,1042,18,307200,2000,0,NaN,1,13005,529,15,0,166,NaN,5,8,13005,23,1333,87,NaN,NaN,NaN,35,NaN,NaN,65,5,20,10485760,75,675,NaN,5242880,1976862,1,49,NaN,22497,74,NaN,43,1,115,8,1,224500,NaN,25,153600,2993,58,41,0,2672640,166,13,189237,48,0,19133,559,2091,67,559,173,141,483,6,307200,153600,0
2,486,115,3,0,6,0,NaN,0,9006,651,1,0,143,3,12,1,9006,9,1137,84,NaN,NaN,NaN,16,NaN,49,24,2,60,0,40,7432,NaN,0,0,0,64,NaN,21459,68,36,3,2,84,5,0,122000,NaN,40,0,3050,15,14,1,0,103,3,87814,51,1,8673,281,-5120,33,281,19,77,255,6,0,0,1
0,2237,13491,17,0,5,0,NaN,2,13482,876,14,2,176,4,9,20,13482,24,3113,90,18,NaN,15,79,NaN,80,100,9,603,0,22,2247,15,0,0,2,86,NaN,17714,299,116,55,1,342,4,2,121000,NaN,25,0,5500,71,1394,0,0,107,15,273607,97,0,36810,301,7429,245,301,2248,87,1692,6,0,0,1
0,817,61,1,0,20,0,NaN,1,7236,125,16,2,143,NaN,7,16,7236,2,942,80,NaN,NaN,NaN,13,NaN,40,100,1,7,0,10,668,NaN,0,0,1,33,NaN,4264,24,60,1,4,80,4,1,40000,NaN,16,0,4000,2,4,0,0,53,1,61008,28,0,4268,852,4150,52,852,10,64,51,6,0,0,1
11,709,24,19,0,10000,0,NaN,4,5400,325,11,2,159,3,12,11,5400,29,1034,90,25,NaN,18,58,NaN,79,100,13,211,0,12,1672,22,0,0,9,24,NaN,8262,145,71,38,1,86,4,4,61200,NaN,45,0,5100,77,15,0,0,30,15,55529,6,0,2602,398,13162,80,398,8,53,38,6,0,0,1
1,2850,271,NaN,0,19960,NaN,NaN,NaN,22274,2970,24,2,91,0,NaN,24,22274,NaN,5822,18,NaN,NaN,NaN,93,NaN,NaN,38,NaN,NaN,0,29,5693,NaN,0,0,NaN,59,NaN,44701,100,177,NaN,0,2139,2,NaN,253460,NaN,NaN,0,8740,NaN,124,1,0,48,NaN,297305,1039,0,104809,NaN,-2844,1100,NaN,67,51,NaN,6,0,0,1
1,768,752,11,0,5000,0,NaN,2,9800,512,4,0,155,1,8,4,9800,12,1280,92,NaN,NaN,NaN,7,NaN,NaN,26,4,78,0,15,1186,NaN,0,0,2,42,NaN,13607,60,17,16,1,20,4,2,72000,NaN,32,0,4800,23,15,0,0,66,8,76981,6,0,1321,168,-7571,14,168,125,60,25,6,0,0,0
4,427,237,15,NaN,NaN,0,NaN,0,23310,586,20,2,149,5,10,20,24300,25,1013,86,17,NaN,22,4,0,41,100,1,40,0,0,1247,11,NaN,0,0,62,0,26287,54,95,22,0,16,5,0,NaN,NaN,1,0,NaN,44,16,1,NaN,27,6,69194,12,3,437,651,1544,4,668,47,68,1107,5,0,NaN,0
4,875,2954,5,0,3000,0,NaN,1,14840,1199,20,4,160,3,12,20,17440,5,2074,92,7,NaN,0,45,NaN,56,100,5,80,0,15,100,4,0,0,2,102,NaN,14843,106,29,9,2,139,1,1,20500,14,12,0,1366,9,396,1,0,43,5,113178,62,0,6005,721,293,77,721,492,54,66,6,0,0,0
9,510,281,3,0,6,0,NaN,1,4977,484,20,0,150,3,5,15,5167,3,994,86,NaN,NaN,NaN,17,NaN,28,10,2,21,0,37,1481,NaN,0,0,1,64,NaN,12339,49,12,6,1,103,2,1,79000,NaN,49,0,2135,6,21,0,0,104,3,94071,41,0,10712,297,-160,62,297,46,94,167,6,0,0,1
2,935,665,8,0,10000,0,NaN,0,19080,782,16,2,161,3,9,18,0,12,1717,85,43,NaN,1,35,NaN,41,100,4,86,0,35,6573,18,0,0,3,67,NaN,30182,70,37,11,3,154,3,0,142000,7,44,0,4057,28,81,0,0,90,8,146993,74,0,13953,179,155,80,179,110,85,9,5,0,0,1
4,1701,1401,5,0,20,0,NaN,3,11684,2120,22,1,176,5,13,22,11684,6,3821,92,NaN,NaN,NaN,64,NaN,NaN,46,4,59,0,36,20250,NaN,0,0,4,162,NaN,22620,103,94,10,3,579,4,3,143000,NaN,42,0,3972,11,471,1,0,94,5,310009,280,0,54457,110,7695,299,110,233,81,12,6,0,0,1
3,486,50,8,NaN,5000,0,NaN,1,8120,140,16,2,120,2,9,16,7600,9,626,58,16,NaN,10,30,NaN,52,100,5,43,NaN,8,733,8,NaN,NaN,2,34,NaN,8004,53,12,25,0,133,3,1,38000,NaN,46,NaN,4750,31,8,0,NaN,59,7,52600,29,0,7943,210,2893,104,210,12,84,302,5,NaN,NaN,0
8,385,74,3,0,3000,0,NaN,0,11610,220,13,1,152,2,19,13,11610,3,611,82,NaN,NaN,NaN,19,NaN,NaN,100,1,70,0,16,859,NaN,0,0,0,21,NaN,11805,51,75,4,1,82,3,0,63000,NaN,45,0,3937,4,13,0,0,102,3,52845,36,0,8393,62,18958,44,62,12,86,207,6,0,0,0
9,853,9612,26,0,10000,0,NaN,2,22330,905,20,3,172,5,NaN,20,22330,30,1758,92,NaN,NaN,NaN,53,NaN,NaN,100,13,NaN,0,30,5245,NaN,0,0,7,64,NaN,32291,119,26,51,1,166,4,2,187000,NaN,10,0,6233,64,978,1,0,58,21,131985,86,1,9778,443,-8613,80,443,1602,75,1568,6,0,0,0
11,801,34,2,0,NaN,0,NaN,1,27840,387,18,2,151,NaN,13,18,0,14,1188,88,NaN,NaN,NaN,1,NaN,100,100,2,72,0,0,7184,NaN,0,0,1,102,NaN,26072,103,51,2,1,4,4,1,NaN,NaN,12,0,NaN,19,13,0,0,33,2,76936,3,3,135,542,2018,1,542,6,64,2685,4,0,0,0
3,317,26,8,NaN,10000,0,NaN,4,17100,320,11,2,153,5,8,10,17130,8,637,83,13,NaN,1,10,NaN,93,71,7,25,NaN,27,812,13,NaN,NaN,6,26,NaN,18657,34,67,9,1,99,1,5,114000,3,36,NaN,4222,9,5,1,NaN,59,7,31116,36,0,5912,321,4402,63,321,4,48,598,5,NaN,NaN,0
7,1641,206,11,0,2000,0,NaN,1,0,1285,18,2,165,3,8,18,0,13,2926,91,10,NaN,39,48,NaN,20,100,4,238,0,46,1572,8,0,0,2,90,NaN,15664,193,45,24,1,167,5,1,92988,NaN,10,0,2021,29,24,0,0,65,5,236118,80,0,10977,1025,1425,87,1025,34,80,2747,6,0,0,1
0,408,49,2,NaN,5000,0,NaN,0,0,560,4,0,172,2,15,4,8426,2,968,91,NaN,NaN,NaN,12,NaN,NaN,41,1,18,NaN,9,650,NaN,NaN,NaN,1,46,NaN,0,38,8,2,4,209,5,0,39000,NaN,92,NaN,4333,2,1,1,NaN,50,2,56005,104,0,10595,47,973,105,390,9,57,1,5,NaN,NaN,1
0,1704,232,NaN,0,1000,NaN,NaN,NaN,17485,1322,18,NaN,175,3,9,18,0,NaN,3026,92,33,NaN,1,29,NaN,61,NaN,NaN,100,0,22,1608,10,0,0,NaN,57,NaN,12701,87,32,NaN,1,358,NaN,NaN,79000,9,NaN,0,3590,NaN,20,0,0,55,NaN,177452,173,0,19736,NaN,9200,185,NaN,33,58,NaN,5,0,0,1
6,1582,12959,24,0,4990,0,NaN,12,17578,1914,20,2,174,5,16,9,17578,32,3496,89,21,NaN,269,61,NaN,83,98,18,233,0,100,958,15,0,0,13,48,NaN,28175,115,127,57,1,456,3,17,166500,14,18,0,1665,80,2120,1,0,44,24,210623,218,0,20342,637,4871,238,637,2159,60,512,6,0,0,0
8,690,126,13,NaN,5000,0,NaN,1,31000,731,28,0,161,5,10,28,31000,24,1421,89,NaN,NaN,NaN,43,NaN,NaN,30,2,129,NaN,27,636,NaN,NaN,NaN,2,66,NaN,31000,77,59,21,1,125,6,1,196000,NaN,16,NaN,7259,60,11,1,NaN,54,10,98435,60,0,6801,301,NaN,65,459,21,69,185,5,NaN,NaN,0
2,1288,4973,25,2199552,20000,0,2107392,4,20550,905,20,0,175,NaN,17,20,20550,30,2193,92,NaN,2199552,NaN,58,0,90,35,14,4,0,10,17036,NaN,2107392,0,13,91,0,17824,114,NaN,48,2,307,4,5,122000,NaN,6,0,12200,66,705,0,351232,79,20,140711,138,0,24298,696,13064,169,696,828,64,1033,6,0,366592,0
10,355,4932,3,0,6,0,NaN,1,12864,183,9,5,150,3,9,9,12864,3,539,79,5,NaN,0,26,NaN,73,100,3,80,0,38,54,4,0,0,3,58,NaN,16209,81,57,3,1,46,4,1,105000,NaN,82,0,2763,3,1162,0,0,64,3,42838,11,0,2972,218,3564,35,218,822,79,7,6,0,0,1
0,437,51,11,0,NaN,0,NaN,4,14817,185,19,0,172,NaN,12,18,0,12,622,84,NaN,NaN,NaN,39,NaN,NaN,16,8,20,0,0,4946,NaN,0,0,7,79,NaN,26796,74,101,22,1,106,3,4,NaN,NaN,23,0,NaN,24,17,0,0,60,10,48611,22,0,6367,546,1941,84,546,8,78,543,5,0,0,1
3,1845,98,5,0,0,0,NaN,1,14120,2993,5,2,157,3,12,5,14120,6,4838,88,7,NaN,11,40,NaN,55,70,4,49,0,51,4740,2,0,0,3,117,NaN,18555,91,47,8,2,227,2,1,107000,9,27,0,2098,10,2,1,0,43,5,246802,137,1,9851,347,4097,90,347,16,51,21,6,0,0,1
8,1416,1877,NaN,0,9980,NaN,NaN,NaN,12960,1215,22,2,171,4,NaN,22,12960,NaN,2631,91,NaN,NaN,NaN,47,NaN,NaN,100,NaN,NaN,0,13,NaN,NaN,0,0,NaN,41,NaN,20382,56,89,NaN,2,318,6,NaN,49000,NaN,NaN,0,3769,NaN,626,0,0,122,NaN,316766,153,0,39090,NaN,NaN,165,NaN,312,120,NaN,6,0,0,1
10,1211,41,8,0,20,0,NaN,3,10000,542,7,2,164,3,9,7,10000,8,1753,87,NaN,NaN,NaN,46,NaN,83,100,4,234,0,20,14804,NaN,0,0,3,30,NaN,13651,127,142,12,1,145,3,4,74000,NaN,19,0,3700,12,4,0,0,162,6,260163,65,0,23567,398,240,80,398,6,148,1173,6,0,0,0
5,942,10958,8,0,2000,0,NaN,1,6705,913,11,0,161,4,13,9,6257,17,1855,85,NaN,NaN,NaN,26,NaN,51,43,2,141,0,24,0,NaN,0,0,1,24,NaN,23621,75,20,13,0,170,7,1,141000,NaN,19,0,5875,37,499,0,0,162,4,214909,88,1,27702,624,1095,82,661,1826,115,409,6,0,0,0
0,823,139,11,0,5000,0,NaN,0,0,150,18,3,175,3,20,18,0,12,973,90,10,NaN,9,50,NaN,83,99,6,328,0,8,2255,8,0,0,2,121,NaN,5290,216,121,29,2,288,1,0,48000,10,33,0,6000,38,43,0,0,27,11,37141,29,0,7898,808,3201,259,808,23,38,1211,6,0,0,0
8,318,120,1,0,10000,0,NaN,0,0,531,18,2,153,3,11,18,0,1,849,91,NaN,NaN,NaN,10,NaN,42,100,0,14,0,5,4183,NaN,0,0,0,31,NaN,7134,38,68,2,1,44,3,0,50000,NaN,100,0,10000,3,3,1,0,69,1,72552,29,1,3075,108,1046,15,108,20,85,0,6,0,0,1
8,2057,183,6,0,10000,0,NaN,1,5812,2666,16,0,158,5,9,16,7812,11,4723,89,4,NaN,17,29,NaN,36,16,1,68,0,30,6510,1,0,0,1,114,NaN,20592,113,91,7,2,278,3,1,104000,2,9,0,3466,16,6,1,0,75,4,342182,181,1,20896,216,-7418,97,216,30,72,188,6,0,0,1
NaN,NaN,NaN,9,NaN,NaN,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,20,NaN,NaN,4,0,NaN,NaN,18,NaN,NaN,36,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,180,NaN,NaN,180,NaN,NaN,169,NaN,NaN,NaN,1
9,1284,1592,13,0,9980,0,NaN,1,6060,1313,22,2,162,3,13,22,6060,13,2621,92,NaN,NaN,NaN,30,NaN,76,100,10,42,0,36,2982,NaN,0,0,6,133,NaN,15164,103,65,15,2,171,6,2,91000,NaN,30,0,2527,15,175,1,0,41,13,162134,73,0,7099,47,5574,98,47,265,61,268,6,0,0,0
11,1613,234,17,0,1000,0,NaN,2,30273,487,9,2,170,NaN,12,9,NaN,21,2100,91,76,NaN,55,40,NaN,66,83,3,397,0,17,463,49,0,0,2,118,NaN,14554,598,NaN,25,2,323,1,4,51000,10,14,0,3000,40,23,0,0,97,5,214005,82,0,31642,643,NaN,241,643,39,101,3485,6,0,0,1
4,186,449,2,NaN,1700,0,NaN,2,14770,124,12,1,87,0,4,12,9566,2,310,75,NaN,NaN,NaN,0,NaN,14,46,2,10,NaN,17,NaN,NaN,NaN,NaN,2,63,NaN,10064,40,3,2,1,55,4,2,52700,NaN,72,NaN,3100,2,21,0,NaN,74,2,36561,21,0,4082,4,2877,34,4,89,117,18,4,NaN,NaN,1
NaN,1746,142,11,NaN,0,0,NaN,0,31200,1519,NaN,0,NaN,5,NaN,NaN,25710,12,3265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,9,NaN,NaN,21,783,NaN,NaN,NaN,5,NaN,NaN,23488,NaN,72,14,NaN,315,5,0,141000,NaN,15,NaN,6714,17,16,0,NaN,84,9,271276,120,0,26627,379,18000,195,379,23,83,221,4,NaN,NaN,0
8,6,60,2,0,20000,0,NaN,0,33320,385,2,3,149,NaN,7,23,26394,2,604,77,3,NaN,19,1,NaN,45,100,0,27,0,16,13152,1,0,0,0,1,NaN,25731,4,NaN,2,0,52,4,0,146000,NaN,1,0,9125,2,3,64,0,82,2,61723,NaN,NaN,4280,792,695,NaN,792,12,102,1257,6,0,0,0
0,1461,895,8,0,10000,0,NaN,0,11740,1454,12,2,170,4,11,12,11740,10,2915,91,NaN,NaN,NaN,57,NaN,35,100,4,70,0,13,3064,NaN,0,0,3,73,NaN,14224,89,106,17,1,269,3,0,83000,NaN,18,0,6384,21,159,0,0,52,7,144169,131,0,14192,678,4617,138,678,149,49,246,6,0,0,0
0,838,51,7,NaN,2000,0,NaN,2,16860,1106,16,2,167,5,12,16,13810,13,1944,89,58,NaN,7,23,NaN,82,85,7,58,NaN,49,642,9,NaN,NaN,4,27,NaN,19366,104,64,10,1,269,4,3,82900,5,10,NaN,1691,20,15,1,NaN,66,7,143508,109,0,17937,790,709,160,790,10,73,127,5,NaN,NaN,1
NaN,1094,1147,10,0,3000,0,NaN,5,7830,995,10,0,181,NaN,NaN,10,7830,12,2089,89,NaN,NaN,NaN,27,NaN,NaN,41,9,NaN,0,21,831,NaN,0,0,7,22,NaN,8881,67,13,12,0,127,7,5,53800,NaN,40,0,2561,14,271,0,0,95,9,138455,46,0,12157,307,4416,81,307,191,66,46,6,0,0,1
0,1060,1648,19,0,10000,0,NaN,9,32764,485,10,0,178,NaN,17,10,32764,27,1545,92,NaN,NaN,NaN,48,NaN,NaN,32,12,121,0,34,908,NaN,0,0,11,110,NaN,30260,109,81,43,2,442,4,9,183800,NaN,11,0,5405,61,525,0,0,95,16,141208,152,0,42042,493,11298,290,493,274,91,1044,6,0,0,0
3,1114,123,22,0,10,0,NaN,9,960,571,8,2,158,1,8,8,960,41,1743,87,47,NaN,187,64,NaN,79,100,16,187,0,22,1258,34,0,0,11,66,NaN,13835,181,73,46,2,97,2,11,80000,1,15,0,3636,97,11,0,0,43,20,68136,17,0,4263,868,3028,59,868,20,39,506,6,0,0,0
NaN,1156,88,20,NaN,3000,0,NaN,4,0,1103,14,0,184,5,NaN,17,24500,24,2259,92,NaN,NaN,NaN,48,NaN,NaN,38,9,NaN,NaN,19,640,NaN,NaN,NaN,4,28,NaN,0,93,32,52,2,164,6,5,136000,NaN,21,NaN,7157,86,4,0,NaN,80,19,219857,52,0,13242,295,2975,112,295,14,97,767,5,NaN,NaN,1
6,1378,2503,6,0,20,0,NaN,0,18716,1368,20,0,172,3,9,20,18716,6,2746,90,NaN,NaN,NaN,42,NaN,20,10,2,28,0,26,100,NaN,0,0,0,66,NaN,16825,63,14,6,4,476,2,0,102000,NaN,1,0,3923,6,558,0,0,134,5,266519,216,0,64030,64,-2029,260,64,417,97,629,6,0,0,0
1,975,381,16,0,300,0,NaN,2,10179,520,17,0,157,1,10,17,10179,18,1495,77,NaN,NaN,NaN,18,NaN,25,35,6,34,0,37,278,NaN,0,0,4,28,NaN,16897,44,40,23,1,70,5,3,103300,NaN,6,0,2791,28,32,0,0,78,15,82246,29,0,5494,646,3342,41,646,63,55,972,6,0,0,1
NaN,1706,1429,18,0,20000,0,NaN,6,0,1115,21,1,154,5,NaN,21,0,22,2859,92,NaN,NaN,NaN,7,NaN,NaN,72,10,NaN,0,20,1727,NaN,0,0,9,141,NaN,25193,121,47,36,2,18,5,6,140873,NaN,20,0,7043,50,5,0,0,65,16,192433,8,0,1184,154,-18800,10,154,238,67,499,6,0,0,1
11,747,66,13,0,10,0,NaN,3,8505,459,0,3,161,3,14,0,8505,13,1206,88,12,NaN,7,14,NaN,74,100,9,196,0,19,646,12,0,0,6,117,NaN,7107,218,133,15,4,385,3,3,58097,7,41,0,3057,15,19,0,0,89,10,124858,82,0,34563,635,4614,303,635,13,103,139,6,0,0,0
9,110,22,3,NaN,-5000,0,NaN,0,NaN,136,18,0,27,0,1,18,577,7,246,27,NaN,NaN,NaN,10,NaN,32,20,0,8,NaN,5,500,NaN,NaN,NaN,0,24,NaN,NaN,32,0,4,4,28,3,0,12000,NaN,21,NaN,2400,11,3,1,NaN,60,1,17999,10,0,1706,126,4990,18,126,11,73,1085,0,NaN,NaN,1
9,362,2531,38,6291456,2000,0,0,1,20893,542,20,0,151,NaN,15,20,20893,44,904,85,0,6291456,20,22,0,51,74,8,3,0,14,5856,0,0,0,3,36,0,23184,42,24,90,1,127,9,1,161100,5,16,0,11507,140,337,1,0,31,17,28511,75,1,3942,245,25694,52,245,421,31,136,6,0,1048576,1
9,1453,46,17,0,10000,0,NaN,2,20467,771,4,0,169,3,11,0,20543,23,2283,82,NaN,NaN,NaN,52,NaN,76,37,5,185,0,17,NaN,NaN,0,0,2,138,NaN,26638,146,57,26,1,92,4,2,196000,NaN,20,0,11529,50,2,0,0,81,12,172224,26,0,7505,244,-1289,66,244,7,75,342,6,0,0,0
8,807,80,34,0,4000,0,NaN,5,7810,374,12,3,158,2,18,12,7810,36,1181,91,28,NaN,45,38,NaN,89,100,16,160,0,4,127,24,0,0,11,47,NaN,3722,153,58,103,2,239,1,7,20000,20,17,0,5000,118,26,0,0,40,28,46338,44,0,9561,777,3409,195,777,13,39,5927,6,0,0,0
2,2039,261,5,0,6,0,NaN,2,14019,1838,15,0,171,5,13,15,14019,19,3910,90,NaN,NaN,NaN,87,NaN,59,30,3,243,0,9,10421,NaN,0,0,2,144,NaN,26163,170,73,5,2,345,6,2,109000,NaN,21,0,12111,27,33,0,0,70,5,288959,152,0,24436,574,-41913,187,574,43,73,188,6,0,0,0
4,2089,1007,17,NaN,20000,0,NaN,1,20130,1587,14,NaN,182,5,12,0,20170,21,3676,91,21,NaN,286,51,NaN,NaN,NaN,14,180,NaN,10,853,19,NaN,NaN,3,114,NaN,20244,177,65,24,3,331,NaN,1,97000,2,12,NaN,9700,33,109,0,NaN,87,17,373434,108,0,28903,533,-38748,223,533,167,101,2286,5,NaN,NaN,0
10,1103,38,4,NaN,10000,0,NaN,0,0,1180,14,0,179,2,7,14,10459,6,2283,88,NaN,NaN,NaN,29,NaN,59,23,3,36,NaN,6,710,NaN,NaN,NaN,0,77,NaN,0,82,12,5,4,443,5,0,60000,NaN,100,NaN,10000,7,15,1,NaN,110,3,233293,252,1,48958,140,7822,191,140,6,102,0,5,NaN,NaN,0
10,571,13,20,NaN,10000,0,NaN,3,0,352,15,2,166,5,13,23,17350,20,923,82,NaN,NaN,NaN,34,NaN,NaN,100,14,98,NaN,7,787,NaN,NaN,NaN,6,59,NaN,4516,74,53,34,2,197,4,3,80000,NaN,31,NaN,11428,35,NaN,0,NaN,182,17,177127,65,0,35908,238,0,132,238,3,191,401,5,NaN,NaN,0
5,2139,7877,10,0,19960,0,NaN,5,30417,947,23,0,178,3,10,23,30417,10,3086,91,NaN,NaN,NaN,91,NaN,NaN,32,7,138,0,29,13935,NaN,0,0,6,181,NaN,28964,125,103,20,2,425,4,6,172000,NaN,15,0,5931,26,1601,0,0,67,9,240764,107,0,28713,405,4454,318,405,1312,78,1158,6,0,0,0
6,1049,595,9,0,NaN,0,NaN,6,20820,1286,24,1,152,3,15,0,20820,16,2335,88,NaN,NaN,NaN,56,NaN,44,46,7,127,0,0,594,NaN,0,0,7,93,NaN,25139,86,NaN,10,3,276,4,7,NaN,NaN,12,0,NaN,19,114,1,0,135,8,221004,155,1,37412,599,10436,121,599,99,94,155,6,0,0,0
